ind,type,regex,randomString
576,misc,^0(5[012345678]|6[47]){1}(\-)?[^0\D]{1}\d{5}$,050609056
577,misc,^\{?[a-fA-F\d]{8}-([a-fA-F\d]{4}-){3}[a-fA-F\d]{12}\}?$,{5D13AdF1-a1d8-Be04-260F-5BeaeCDB0BDe}
578,misc,^[A-Z]{2}[0-9]{6}[A-DFM]{1}$,QB593966F
579,misc,\({1}[0-9]{3}\){1}\-{1}[0-9]{3}\-{1}[0-9]{4},(943)-488-6780
580,misc,&lt;[^&gt;\s]*\bauthor\b[^&gt;]*&gt;,&lt;~qmWauthorl`v!Nm7O&gt;
581,misc,^&lt;a\s+href\s*=\s*&quot;http:\/\/([^&quot;]*)&quot;([^&gt;]*)&gt;(.*?(?=&lt;\/a&gt;))&lt;\/a&gt;$,&lt;a    href 	 	=&quot;http://[eR `{/~PJ&quot;S^&gt;a#:C[6&lt;/a&gt;&lt;/a&gt;
582,misc,^(\d{5}-\d{4}|\d{5})$,96928-6143
583,misc,^0[1-6]{1}(([0-9]{2}){4})|((\s[0-9]{2}){4})|((-[0-9]{2}){4})$,3888 63	46
586,misc,^[1-9]{1}[0-9]{3}$,2826
587,misc,([0-1][0-9]|2[0-3]):[0-5][0-9],22:59
589,misc,[A-Z][a-z]+,Pqmixkm
590,misc,^(([a-zA-Z]:)|(\\{2}\w+)\$?)(\\(\w[\w ]*))+\.(txt|TXT)$,\\R\zVk9bFXWh\mD\ZzL\xq9P1I\S1RdsPoT\egski\iUVR_kYGiv5\ZL.TXT
591,misc,^([1-9]|[1-9]\d|1\d{2}|2[0-4]\d|25[0-5])$,61
592,misc,"\w?<\s?\/?[^\s>]+(\s+[^""'=]+(=(""[^""]*"")|('[^\']*')|([^\s""'>]*))?)*\s*\/?>","5</J!4BnA  	  \2v,&c/@A  :[!?NkoUa+cB5Plm		/>"
593,misc,"^([a-zA-Z0-9][-a-zA-Z0-9]*[a-zA-Z0-9]\.)+([a-zA-Z0-9]{3,5})$",0uYQqU.WFxaD
594,misc,"^\d{3,3}\.\d{0,2}$|^E\d{3,3}\.\d{0,2}$",E702.0
595,misc,{.*},{b}
596,misc,^[0-9A-Za-z_ ]+(.[jJ][pP][gG]|.[gG][iI][fF])$,RwXgiF
597,misc,"[^A-Za-z0-9_@\.]|@{2,}|\.{5,}",%
598,misc,^(((25[0-5]|2[0-4][0-9]|19[0-1]|19[3-9]|18[0-9]|17[0-1]|17[3-9]|1[3-6][0-9]|12[8-9]|12[0-6]|1[0-1][0-9]|1[1-9]|[2-9][0-9]|[0-9])\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9][0-9]|[0-9]))|(192\.(25[0-5]|2[0-4][0-9]|16[0-7]|169|1[0-5][0-9]|1[7-9][0-9]|[1-9][0-9]|[0-9]))|(172\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|1[0-5]|3[2-9]|[4-9][0-9]|[0-9])))\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9][0-9]|[0-9])\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9][0-9]|[0-9])$,9.3.165.0
599,misc,^([A-HJ-TP-Z]{1}\d{4}[A-Z]{3}|[a-z]{1}\d{4}[a-hj-tp-z]{3})$,P4972GUX
600,misc,(([01][\.\- +]\(\d{3}\)[\.\- +]?)|([01][\.\- +]\d{3}[\.\- +])|(\(\d{3}\) ?)|(\d{3}[- \.]))?\d{3}[- \.]\d{4},885.423.5960
601,misc,(^[A-ZÀ-Ü]{1}[a-zà-ü']+\s[a-zA-Zà-üÀ-Ü]+((([\s\.'])|([a-zà-ü']+))|[a-zà-ü']+[a-zA-Zà-üÀ-Ü']+)),Yv õçÇz 
602,misc,^(\{|\[|\().+(\}|\]|\)).+$,(FjPr9e$]VewIb	\
603,misc,^[^']*$,MM
604,misc,"(^\(\)$|^\(((\([0-9]+,(\((\([0-9]+,[0-9]+,[0-9]+\),)*(\([0-9]+,[0-9]+,[0-9]+\)){1}\))+\),)*(\([0-9]+,(\((\([0-9]+,[0-9]+,[0-9]+\),)*(\([0-9]+,[0-9]+,[0-9]+\)){1}\))+\)){1}\)))$","((8,((03,7041,51672),(450,9958939,92667))((2051,8913994,162566625),(24,9,9371573989),(376945,3,85909),(190,7,6205464188),(3048850,09,387),(79,5426898530,11968),(019691773,56,3600590),(459411403,244358,41293590),(88,2957383,1103453))((7064549,613794057,099738786),(885878,3,8699),(9213169,9,5608526),(679685,7026,79808854),(026678754,5982571,617802817),(18337,1660939189,537742969))((0681649,909476,068969651),(784432759,01887,31),(64,5030683823,409),(382992,75712,894517),(0412128141,11051389,55530),(78,6,967),(31415081,6320,774076),(026317401,809,817817668),(62,0692,1877))((2232109217,6484339277,640),(1873149,704459140,2))((842248297,173,819793620),(12982,45905,93),(1221881104,098399,5525923914),(45,543039415,02),(6,9089,134014819))((22752,294448,967),(2033636,7759,358),(3,405663,61276),(98,1235383,2047431897),(3705902,536090,3943908),(20091364,07413,349964392),(4800,150828,4814),(68035,62820,145),(821430910,6833,14326287),(5,406,281),(397982299,2446,422901751))((1546929,26,9434),(72,4282576,748987287),(8921267068,19,9),(5519420,307507997,69805),(8935,254,41118516),(044187974,1688571158,756586572),(75656,21678429,3),(9833,931,118539057))((954846126,7,9157859),(37743,9596369874,15))),(4,((8643525576,66597,05860),(061165,713802336,318333),(1186108,4124989,5330),(47521,38223445,77639),(1400132,5950365309,1532796),(019589,38788,7797171404))((184478975,2,0353317),(90347,527,89084749),(956,617,261409),(8557,4578177,3),(568,2040553,3545602),(05903587,124685,22),(735502060,6985965,1024207123))((0075266,211598544,6201),(114,7198688303,5),(827460,575493,219228),(82626,2873,805005672),(269582,5738303,69680767),(27239,8,81),(3032,366008,730),(2,07,7),(6607820,5,67),(389,2744991648,7027425),(4512511,3149226673,3469561))((8135,00979157,5938),(25,51842852,290642),(711315124,0851,988005104),(785708573,21,956),(2,8676947696,6605),(234,5037612,480841202))((98,4805961845,553),(78,5024323,1),(258,196388712,836),(6653,98,196409),(282926091,2,8672605015),(7555784,483766,88879234))((1701669755,39,9179803),(9050231782,7723,0470743),(556,61573,54113071),(01068372,57,8),(0495,0,05),(89,3893763,7703754048))),(702,((2,769221,31),(601,9190479,143),(70066,568779886,703280376),(202175,5,51877))((2,1789105061,737),(059397,983208401,2598046917),(03519090,347,492179),(90790,32792,82))((5484,6157,9481108),(103333,884823473,80117256),(42791804,1,1001))((299008,5481722081,168649),(278,9,78894),(5832866810,06906,2624))((38194,4271461129,40052962),(519542,8228119489,33207128),(2036790,4,2175337))((8,89058,7650256099))((07469,8299743,45602672),(049,8440,2),(648180412,7,7),(18276158,81,4594245675),(93,07797759,75871841),(55324,835984,300),(151,784822389,8),(26098842,0964434496,891998),(973,022527539,776103542),(1321,0091323,872786778))((4,028205804,045),(46368089,974,571312310),(5,7886,10),(16,5,14610),(3379206,882,5971534513),(5689,5,257),(444,091979,94642609),(8616767,8,709153740))((64528,2,336),(4328587215,33045,9304120))),(77691664,((71361,13,316),(3,43164542,455032899),(0414296,9926,7))((7648075,9110,00))((75606986,330,5),(7,336987986,586),(35180698,63,8133430),(921,427,3207),(65,1312597,250019653),(806815,86689,61660581),(286715156,719,134017),(5647,934246,31289277))((49192479,86190652,6189848),(824,63708012,9048272259),(074278989,9246492904,329),(63708,17,45698221),(244,862555,778411),(631742338,52422,319),(597,84638,587394),(55090286,5821,754741),(44604,329,4731087579))((94815,69617,9),(3,5093885315,8683),(9240060305,187323,4327475447),(0723137621,4267624804,874),(1,43542,4),(40851,1254670,02149793))((293770901,90,7681))((122,078947527,461647),(04966,3,3549),(73857979,560062,7994381176),(98888,729519019,97297),(88,296728,81508),(2557,4572,8979287855),(64863202,964,1241134683),(29699,7687382,8))((822,229,6890638525),(2593529,2750,0),(87,88360419,75131),(32990,6980154614,5358470847))((77,20282271,01717843),(63301,6,6),(7,4458658606,47),(12,5102037552,776539),(13643914,594764803,858121939),(38,46151227,89615806),(733420955,930,8),(56859524,09111,23))((532,29,74782))),(04,((7800825,3153,4),(74953831,8,52781439),(5109,70368414,541716361),(348,818073,97832663),(9811097540,14385190,554814243),(51,188310603,589897279),(2672680431,8,793806),(03,225782,049),(9040,712208,05648488),(4559661,08009,409),(67,0385760184,58))((65931170,05326173,0),(5,22,87),(710701472,20854000,031),(077,44762401,7210603),(97090075,26,8035380),(335569,85,237),(55824008,67201,493),(28268,38709,27836303),(6635145,99854189,02),(02832780,829,4),(4765071,802671726,3821901))((489524498,4317763,354589),(22,4,181),(779872,998608605,42),(7573493821,35,08),(0834,57,172670))((1861,6616,279726749),(9919201,041180,2712),(9416981962,66504616,2551),(5636012274,33006889,4137),(2089,381,1859),(1698715,62,012))((68232231,05298,3671367),(930600075,7224341258,80537),(40496755,59843,78528))))"
605,misc,(^0[78][2347][0-9]{7}),0844667748
606,misc,[^a-zA-Z \-]|(  )|(\-\-)|(^\s*$), 
607,misc,"^([a-zA-Z0-9!@#$%^&amp;*()-_=+;:'&quot;|~`&lt;&gt;?/{}]{1,5})$",Pf\C
608,misc,"^[0-9]{4}\s{0,2}[a-zA-z]{2}$",8679Nf
609,misc,^[a-zA-Z0-9\s.\-_']+$,sN6cz74v
610,misc,^\d{2}(\x2e)(\d{3})(-\d{3})?$,73.437
611,misc,^\(?082|083|084|072\)?[\s-]?[\d]{3}[\s-]?[\d]{4}$,(082
612,misc,"^([0-9A-Za-z@.]{1,255})$",o@G2sOZ
613,misc,&lt;[iI][mM][gG]([^&gt;]*[^/&gt;]),&lt;ImgwNN57Rc
614,misc,"^((A(((H[MX])|(M(P|SN))|(X((D[ACH])|(M[DS]))?)))?)|(K7(A)?)|(D(H[DLM])?))(\d{3,4})[ABD-G][CHJK-NPQT-Y][Q-TV][1-4][B-E]$",DHM450EYQ3C
616,misc,(^.+\|+[A-Za-z]),E||||||||||H
617,misc,^[A-Z1-9]{5}-[A-Z1-9]{5}-[A-Z1-9]{5}-[A-Z1-9]{5}-[A-Z1-9]{5}$,8QMKC-YDRX7-9NI13-R2US7-A2IRD
618,misc,^[a-zA-Z]+$,kdpWw
619,misc,"(^([1-3]{1}[0-9]{0,}(\.[0-9]{1})?|0(\.[0-9]{1})?|[4]{1}[0-9]{0,}(\.[0]{1})?|5(\.[5]{1}))$)",248.5
620,misc,^\d{5}$|^\d{5}-\d{4}$,18242-3372
621,misc,Last.*?(\d+.?\d*),LastA;)Z930593c9294
622,misc,^[A-Z0-9]{8}-[A-Z0-9]{4}-[A-Z0-9]{4}-[A-Z0-9]{4}-[A-Z0-9]{12}$,CJ6WT1E3-95SA-FCAI-667G-0I4JXSVW4FUA
624,misc,(^\+[0-9]{2}|^\+[0-9]{2}\(0\)|^\(\+[0-9]{2}\)\(0\)|^00[0-9]{2}|^0)([0-9]{9}$|[0-9\-\s]{10}$),0829268314
625,misc,^([0-9]{6}[\s\-]{1}[0-9]{12}|[0-9]{18})$,803323223044000385
626,misc,^[a-zA-Z0-9\s.\-]+$,2kE8v
628,misc,"^(user=([a-z0-9]+,)*(([a-z0-9]+){1});)?(group=([a-z0-9]+,)*(([a-z0-9]+){1});)?(level=[0-9]+;)?$","user=th8zg69,cpye,eolgebnd,wrj,2e0ba8;group=q82g1df3nc,3473h,f,htbwn;"
633,misc,^\d{5}(-\d{3})?$,56741-354
634,misc,"^[A-Z]{1,2}[1-9][0-9]?[A-Z]? [0-9][A-Z]{2,}|GIR 0AA$",GIR 0AA
636,misc,^[A-Za-z0-9]{8}-[A-Za-z0-9]{4}-[A-Za-z0-9]{4}-[A-Za-z0-9]{4}-[A-Za-z0-9]{12}$,F19cGpij-151v-gZWR-Y59H-gjmIXnyJNOfN
637,misc,"^(?i:(?=[MDCLXVI])((M{0,3})((C[DM])|(D?C{0,3}))?((X[LC])|(L?XX{0,2})|L)?((I[VX])|(V?(II{0,2}))|V)?))$",XMXLVI
638,address/phone,"^[\\(]{0,1}([0-9]){3}[\\)]{0,1}[ ]?([^0-1]){1}([0-9]){2}[ ]?[-]?[ ]?([0-9]){4}[ ]*((x){0,1}([0-9]){1,5}){0,1}$",(566\ '59- 6471       
639,address/phone,"(^1300\d{6}$)|(^1800|1900|1902\d{6}$)|(^0[2|3|7|8]{1}[0-9]{8}$)|(^13\d{4}$)|(^04\d{2,3}\d{6}$)",137081
640,address/phone,^[a-zA-Z]{1}[0-9]{1}[a-zA-Z]{1}(\-| |){1}[0-9]{1}[a-zA-Z]{1}[0-9]{1}$,B0w8F0
641,address/phone,^(?:\([2-9]\d{2}\)\ ?|[2-9]\d{2}(?:\-?|\ ?))[2-9]\d{2}[- ]?\d{4}$,(396) 645 6144
642,address/phone,"(\d{4,6})",185528
644,address/phone,^[2-9]\d{2}-\d{3}-\d{4}$,686-691-7161
645,address/phone,^([0-9]( |-)?)?(\(?[0-9]{3}\)?|[0-9]{3})( |-)?([0-9]{3}( |-)?[0-9]{4}|[a-zA-Z0-9]{7})$,(816)-773-9282
646,address/phone,^((AL)|(AK)|(AS)|(AZ)|(AR)|(CA)|(CO)|(CT)|(DE)|(DC)|(FM)|(FL)|(GA)|(GU)|(HI)|(ID)|(IL)|(IN)|(IA)|(KS)|(KY)|(LA)|(ME)|(MH)|(MD)|(MA)|(MI)|(MN)|(MS)|(MO)|(MT)|(NE)|(NV)|(NH)|(NJ)|(NM)|(NY)|(NC)|(ND)|(MP)|(OH)|(OK)|(OR)|(PW)|(PA)|(PR)|(RI)|(SC)|(SD)|(TN)|(TX)|(UT)|(VT)|(VI)|(VA)|(WA)|(WV)|(WI)|(WY))$,IN
647,address/phone,(((^[BEGLMNS][1-9]\d?) | (^W[2-9] ) | ( ^( A[BL] | B[ABDHLNRST] | C[ABFHMORTVW] | D[ADEGHLNTY] | E[HNX] | F[KY] | G[LUY] | H[ADGPRSUX] | I[GMPV] | JE | K[ATWY] | L[ADELNSU] | M[EKL] | N[EGNPRW] | O[LX] | P[AEHLOR] | R[GHM] | S[AEGKL-PRSTWY] | T[ADFNQRSW] | UB | W[ADFNRSV] | YO | ZE ) \d\d?) | (^W1[A-HJKSTUW0-9]) | ((  (^WC[1-2])  |  (^EC[1-4]) | (^SW1)  ) [ABEHMNPRVWXY] ) ) (\s*)?  ([0-9][ABD-HJLNP-UW-Z]{2})) | (^GIR\s?0AA), W2     6SP 
648,address/phone,^((\d{5}-\d{4})|(\d{5})|([AaBbCcEeGgHhJjKkLlMmNnPpRrSsTtVvXxYy]\d[A-Za-z]\s?\d[A-Za-z]\d))$,l8f4E2
649,address/phone,([0]{1}[6]{1}[-\s]*[1-9]{1}[\s]*([0-9]{1}[\s]*){7})|([0]{1}[1-9]{1}[0-9]{1}[0-9]{1}[-\s]*[1-9]{1}[\s]*([0-9]{1}[\s]*){5})|([0]{1}[1-9]{1}[0-9]{1}[-\s]*[1-9]{1}[\s]*([0-9]{1}[\s]*){6}),0944   	    90  19  6		  	1  
650,address/phone,^[1-9][0-9]{3}\s?[a-zA-Z]{2}$,8456Yb
651,address/phone,\b((?:0[1-46-9]\d{3})|(?:[1-357-9]\d{4})|(?:[4][0-24-9]\d{3})|(?:[6][013-9]\d{3}))\b,02843
652,address/phone,^\(\d{3}\) ?\d{3}( |-)?\d{4}|^\d{3}( |-)?\d{3}( |-)?\d{4},(926) 6796050
653,address/phone,"^[ \w]{3,}([A-Za-z]\.)?([ \w]*\#\d+)?(\r\n| )[ \w]{3,},\x20[A-Za-z]{2}\x20\d{5}(-\d{4})?$","VxXEf2eoY kVERA3Tcd, aY 70261"
654,address/phone,"^0[234679]{1}[\s]{0,1}[\-]{0,1}[\s]{0,1}[1-9]{1}[0-9]{6}$",073545480
655,address/phone,"^(\+97[\s]{0,1}[\-]{0,1}[\s]{0,1}1|0)50[\s]{0,1}[\-]{0,1}[\s]{0,1}[1-9]{1}[0-9]{6}$",050 - 6213106
656,address/phone,^\d{5}((-|\s)?\d{4})?$,45121
657,address/phone,(((^[BEGLMNS][1-9]\d?)|(^W[2-9])|(^(A[BL]|B[ABDHLNRST]|C[ABFHMORTVW]|D[ADEGHLNTY]|E[HNX]|F[KY]|G[LUY]|H[ADGPRSUX]|I[GMPV]|JE|K[ATWY]|L[ADELNSU]|M[EKL]|N[EGNPRW]|O[LX]|P[AEHLOR]|R[GHM]|S[AEGKL-PRSTWY]|T[ADFNQRSW]|UB|W[ADFNRSV]|YO|ZE)\d\d?)|(^W1[A-HJKSTUW0-9])|(((^WC[1-2])|(^EC[1-4])|(^SW1))[ABEHMNPRVWXY]))(\s*)?([0-9][ABD-HJLNP-UW-Z]{2}))$|(^GIR\s?0AA$),G97LB
659,address/phone,"^[\(]? ([^0-1]){1}([0-9]){2}([-,\),/,\.])*([ ])?([^0-1]){1}([0-9]){2}[ ]?[-]?[/]?[\.]? ([0-9]){4}$","( X42/-/)-,//,.Z04 -/ 3937"
661,address/phone,"((\(\d{3,4}\)|\d{3,4}-)\d{4,9}(-\d{1,5}|\d{0}))|(\d{4,12})",721885
662,address/phone,^(1\s*[-\/\.]?)?(\((\d{3})\)|(\d{3}))\s*[-\/\.]?\s*(\d{3})\s*[-\/\.]?\s*(\d{4})\s*(([xX]|[eE][xX][tT])\.?\s*(\d+))*$,1	 	 (642) 913 		       7082 	  	exT.	 	6577859exT 3x.		 1888857058x.49X.	 			 	13EXT.  0390X.		   484583
663,address/phone,^(?-i:A[LKSZRAEP]|C[AOT]|D[EC]|F[LM]|G[AU]|HI|I[ADLN]|K[SY]|LA|M[ADEHINOPST]|N[CDEHJMVY]|O[HKR]|P[ARW]|RI|S[CD]|T[NX]|UT|V[AIT]|W[AIVY])$,MN
664,address/phone,^([\(]{1}[0-9]{3}[\)]{1}[ ]{1}[0-9]{3}[\-]{1}[0-9]{4})$,(379) 634-1415
665,address/phone,"\d{1,3}.?\d{0,3}\s[a-zA-Z]{2,30}\s[a-zA-Z]{2,15}",6s txPGCIjMygsBYIEZs
666,address/phone,^((\d{5}-\d{4})|(\d{5})|([A-Z]\d[A-Z]\s\d[A-Z]\d))$,05620
667,address/phone,"^(([A-Z]{1,2}[0-9]{1,2})|([A-Z]{1,2}[0-9][A-Z]))\s?([0-9][A-Z]{2})$",N5L2LI
668,address/phone,^((?:\+27|27)|0)(=72|82|73|83|74|84)(\d{7})$,0837164712
669,address/phone,^[0-9]{6},300834
670,address/phone,^(\([2-9]|[2-9])(\d{2}|\d{2}\))(-|.|\s)?\d{3}(-|.|\s)?\d{4}$,830)52313787
671,address/phone,^\d{5}-\d{4}|\d{5}|[A-Z]\d[A-Z] \d[A-Z]\d$,86414
672,address/phone,^[0-9]{5}([- /]?[0-9]{4})?$,93461
673,address/phone,"^\s*\(?(020[7,8]{1}\)?[ ]?[1-9]{1}[0-9{2}[ ]?[0-9]{4})|(0[1-8]{1}[0-9]{3}\)?[ ]?[1-9]{1}[0-9]{2}[ ]?[0-9]{3})\s*$",0208)739357
674,address/phone,"(^\([0]\d{2}\))(\d{6,7}$)",(010)1234054
675,address/phone,"(02\d\s?\d{4}\s?\d{4})|(01\d{2}\s?\d{3}\s?\d{4})|(01\d{3}\s?\d{5,6})|(01\d{4}\s?\d{4,5})",01363 727064
677,address/phone,(\s*\(?0\d{4}\)?(\s*|-)\d{3}(\s*|-)\d{3}\s*)|(\s*\(?0\d{3}\)?(\s*|-)\d{3}(\s*|-)\d{4}\s*)|(\s*(7|8)(\d{7}|\d{3}(\-|\s{1})\d{4})\s*), 	7327 6378		 	
679,address/phone,"^[a-zA-Z\d]+(([\'\,\.\- #][a-zA-Z\d ])?[a-zA-Z\d]*[\.]*)*$",SkG4ViPHbvd1M2ga..........FbcNc5...A8z......8de
681,address/phone,(^\d{5}$)|(^\d{5}-\d{4}$),01138
682,address/phone,"^[abceghjklmnprstvxyABCEGHJKLMNPRSTVXY][0-9][abceghjklmnprstvwxyzABCEGHJKLMNPRSTVWXYZ] {0,1}[0-9][abceghjklmnprstvwxyzABCEGHJKLMNPRSTVWXYZ][0-9]$",e9A5n3
683,address/phone,^([0-9]*\-?\ ?\/?[0-9]*)$,51- /13
684,address/phone,^[S-s]( |-)?[1-9]{1}[0-9]{2}( |-)?[0-9]{2}$,s95705
685,address/phone,^[D-d][K-k]( |-)[1-9]{1}[0-9]{3}$,]L 8869
686,address/phone,^[D-d][K-k]-[1-9]{1}[0-9]{3}$,RY-2010
687,address/phone,^(((\+44\s?\d{4}|\(?0\d{4}\)?)\s?\d{3}\s?\d{3})|((\+44\s?\d{3}|\(?0\d{3}\)?)\s?\d{3}\s?\d{4})|((\+44\s?\d{2}|\(?0\d{2}\)?)\s?\d{4}\s?\d{4}))(\s?\#(\d{4}|\d{3}))?$,+449206905151	#4571
688,address/phone,^(\+44\s?7\d{3}|\(?07\d{3}\)?)\s?\d{3}\s?\d{3}$,+447213112 110
689,address/phone,"^[A-Za-z]{1,2}[\d]{1,2}([A-Za-z])?\s?[\d][A-Za-z]{2}$",Ho1	2lA
690,address/phone,^[01]?[- .]?\(?[2-9]\d{2}\)?[- .]?\d{3}[- .]?\d{4}$,0-8161852319
692,address/phone,"^([\+][0-9]{1,3}[\.][0-9]{1,12})([x]?[0-9]{1,4}?)$",+023.611184
693,address/phone,^((\(?0\d{4}\)?\s?\d{3}\s?\d{3})|(\(?0\d{3}\)?\s?\d{3}\s?\d{4})|(\(?0\d{2}\)?\s?\d{4}\s?\d{4}))(\s?\#(\d{4}|\d{3}))?$,08143552036#327
694,address/phone,"((\(\d{3}\) ?)|(\d{3}[- \.]))?\d{3}[- \.]\d{4}(\s(x\d+)?){0,1}$",(177)505.2529
695,address/phone,^([8-9])([1-9])(\d{2})(-?|\040?)(\d{4})$,95492717
696,address/phone,"^([2-9])(\d{2})(-?|\040?)(\d{4})( ?|\040?)(\d{1,4}?|\040?)$",808 2484
697,address/phone,\d{5}\-\d{3},23214-344
698,address/phone,^\([0-9]{3}\)\s?[0-9]{3}(-|\s)?[0-9]{4}$|^[0-9]{3}-?[0-9]{3}-?[0-9]{4}$,679-4616452
699,address/phone,"^((([A-PR-UWYZ])([0-9][0-9A-HJKS-UW]?))|(([A-PR-UWYZ][A-HK-Y])([0-9][0-9ABEHMNPRV-Y]?))\s{0,2}(([0-9])([ABD-HJLNP-UW-Z])([ABD-HJLNP-UW-Z])))|(((GI)(R))\s{0,2}((0)(A)(A)))$",GIR  0AA
700,address/phone,^[1-9]{1}[0-9]{3}\s?[A-Z]{2}$,7847 MV
701,address/phone,^\d{5}((\-|\s)?\d{4})?$,68417
702,address/phone,(^(?!0{5})(\d{5})(?!-?0{4})(-?\d{4})?$),26377
703,address/phone,"^[1-9]{1}[0-9]{3}\s{0,1}?[a-zA-Z]{2}$",9482jV
704,address/phone,^(\d{3}-\d{3}-\d{4})*$,436-574-5350087-732-6259675-084-9444307-685-4588079-981-7844580-426-5964712-856-4517317-272-6539
705,address/phone,^(\d{2}-\d{2})*$,37-4227-3502-7048-5852-8933-9638-8112-8702-2836-22
706,address/phone,"(^box[.|\s]*\d+)|\s|\.|,]*|",
707,address/phone,[0-9]{4}[A-Z]{2},8538GB
708,address/phone,^((\d[-. ]?)?((\(\d{3}\))|\d{3}))?[-. ]?\d{3}[-. ]?\d{4}$,1760997
709,address/phone,"^([\(]{1}[0-9]{3}[\)]{1}[\.| |\-]{0,1}|^[0-9]{3}[\.|\-| ]?)?[0-9]{3}(\.|\-| )?[0-9]{4}$",288 291-2228
710,address/phone,^([0-9]{2})?((\([0-9]{2})\)|[0-9]{2})?([0-9]{3}|[0-9]{4})(\-)?[0-9]{4}$,08(28)125-5549
711,address/phone,(077|078|079)\s?\d{2}\s?\d{6},077 27230214
712,address/phone,"^\s*((?:(?:\d+(?:\x20+\w+\.?)+(?:(?:\x20+STREET|ST|DRIVE|DR|AVENUE|AVE|ROAD|RD|LOOP|COURT|CT|CIRCLE|LANE|LN|BOULEVARD|BLVD)\.?)?)|(?:(?:P\.\x20?O\.|P\x20?O)\x20*Box\x20+\d+)|(?:General\x20+Delivery)|(?:C[\\\/]O\x20+(?:\w+\x20*)+))\,?\x20*(?:(?:(?:APT|BLDG|DEPT|FL|HNGR|LOT|PIER|RM|S(?:LIP|PC|T(?:E|OP))|TRLR|UNIT|\x23)\.?\x20*(?:[a-zA-Z0-9\-]+))|(?:BSMT|FRNT|LBBY|LOWR|OFC|PH|REAR|SIDE|UPPR))?)\,?\s+((?:(?:\d+(?:\x20+\w+\.?)+(?:(?:\x20+STREET|ST|DRIVE|DR|AVENUE|AVE|ROAD|RD|LOOP|COURT|CT|CIRCLE|LANE|LN|BOULEVARD|BLVD)\.?)?)|(?:(?:P\.\x20?O\.|P\x20?O)\x20*Box\x20+\d+)|(?:General\x20+Delivery)|(?:C[\\\/]O\x20+(?:\w+\x20*)+))\,?\x20*(?:(?:(?:APT|BLDG|DEPT|FL|HNGR|LOT|PIER|RM|S(?:LIP|PC|T(?:E|OP))|TRLR|UNIT|\x23)\.?\x20*(?:[a-zA-Z0-9\-]+))|(?:BSMT|FRNT|LBBY|LOWR|OFC|PH|REAR|SIDE|UPPR))?)?\,?\s+((?:[A-Za-z]+\x20*)+)\,\s+(A[LKSZRAP]|C[AOT]|D[EC]|F[LM]|G[AU]|HI|I[ADLN]|K[SY]|LA|M[ADEHINOPST]|N[CDEHJMVY]|O[HKR]|P[ARW]|RI|S[CD]|T[NX]|UT|V[AIT]|W[AIVY])\s+(\d+(?:-\d+)?)\s*$"," 	466        73Aq  y1J          hbvrnN9.    tQ         L3.   xqLlpPO.     XzF     PIER.         J	,   jG, MS  		909	"
713,address/phone,(^0.*[1-9]*)|(^860+)|(^8613)|(\D)|([0-9]),0
714,address/phone,"^[A-Za-z]{1,2}[0-9A-Za-z]{1,2}[ ]?[0-9]{0,1}[A-Za-z]{2}$",iR2GD
715,address/phone,"^\({0,1}0(2|3|7|8)\){0,1}(\ |-){0,1}[0-9]{4}(\ |-){0,1}[0-9]{4}$",(0737809332
716,address/phone,^(?!\d[1]{2}|[5]{3})([2-9]\d{2})([. -]*)\d{4}$,396- --- 9360
717,address/phone,"(\+)?([-\._\(\) ]?[\d]{3,20}[-\._\(\) ]?){2,10}",_80527)112118655612
718,address/phone,^(\()?(787|939)(\)|-)?([0-9]{3})(-)?([0-9]{4}|[0-9]{4})$,939172-8909
720,address/phone,"^[0-9]{2,3}-? ?[0-9]{6,7}$",918- 4607986
721,address/phone,^p(ost)?[ |\.]*o(ffice)?[ |\.]*(box)?[ 0-9]*[^[a-z ]]*,p  .| . .office|box70D]]]]]]]]
722,address/phone,^(?:\([2-9]\d{2}\)\ ?|(?:[2-9]\d{2}\-))[2-9]\d{2}\-\d{4}$,(610) 818-8742
723,address/phone,"^((\+){0,1}91(\s){0,1}(\-){0,1}(\s){0,1}){0,1}98(\s){0,1}(\-){0,1}(\s){0,1}[1-9]{1}[0-9]{7}$",9839611472
724,address/phone,"^0{0,1}[1-9]{1}[0-9]{2}[\s]{0,1}[\-]{0,1}[\s]{0,1}[1-9]{1}[0-9]{6}$",02846687879
725,address/phone,^[0-9]{5}$,56167
726,address/phone,^[0-9]{5}([\s-]{1}[0-9]{4})?$,25609 3029
727,address/phone,"^(\(?\d\d\d\)?)?( |-|\.)?\d\d\d( |-|\.)?\d{4,4}(( |-|\.)?[ext\.]+ ?\d+)?$",116.0555262e.etx.t.e 63
729,address/phone,^(\d{5}-\d{4}|\d{5})$|^([a-zA-Z]\d[a-zA-Z] \d[a-zA-Z]\d)$,26843
730,address/phone,[0-9]{4}\s*[a-zA-Z]{2},1626Ru
