Program Code,Program Title,Category Code,Category Title,Four Digit Code,Four Digit Title,Note,Warehouse Load Date,Version
261104,Computational Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2611,"Biomathematics, Bioinformatics, and Computational Biology",New in 2010,06/11/14 08:42 AM,2010
261303,Evolutionary Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2613,"Ecology, Evolution, Systematics, and Population Biology","",06/11/14 08:42 AM,2010
261306,Population Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2613,"Ecology, Evolution, Systematics, and Population Biology","",06/11/14 08:42 AM,2010
261307,Conservation Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2613,"Ecology, Evolution, Systematics, and Population Biology","",06/11/14 08:42 AM,2010
261310,Ecology and Evolutionary Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2613,"Ecology, Evolution, Systematics, and Population Biology",New in 2010,06/11/14 08:42 AM,2010
261502,Neuroanatomy,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2615,Neurobiology and Neurosciences,Moved from 26.0405 to 26.1502,06/11/14 08:42 AM,2010
270102,Algebra and Number Theory,27,MATHEMATICS AND STATISTICS,2701,Mathematics,"",06/11/14 08:42 AM,2010
270399,"Applied Mathematics, Other",27,MATHEMATICS AND STATISTICS,2703,Applied Mathematics,"",06/11/14 08:42 AM,2010
280599,"Military Science and Operational Studies, Other",28,"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART",2805,Military Science and Operational Studies,New in 2010,06/11/14 08:42 AM,2010
280601,"Strategic Studies, General",28,"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART",2806,Security Policy and Strategy,New in 2010,06/11/14 08:42 AM,2010
290100,Military Technologies,29,MILITARY TECHNOLOGIES,2901,Military Technologies,"",06/11/14 08:42 AM,1990
290401,Aerospace Ground Equipment Technology,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2904,Military Systems and Maintenance Technology,New in 2010,06/11/14 08:42 AM,2010
300601,Systems Science and Theory,30,MULTI/INTERDISCIPLINARY STUDIES,3006,Systems Science and Theory,"",06/11/14 08:42 AM,2010
300800,Mathematics and Computer Science,30,MULTI/INTERDISCIPLINARY STUDIES,3008,Mathematics and Computer Science,"",06/11/14 08:42 AM,1990
301001,Biopsychology,30,MULTI/INTERDISCIPLINARY STUDIES,3010,Biopsychology,"",06/11/14 08:42 AM,2010
303201,Marine Sciences,30,MULTI/INTERDISCIPLINARY STUDIES,3032,Marine Sciences,New in 2010,06/11/14 08:42 AM,2010
310300,"Parks, Recreation and Leisure Facilities Management",31,"PARKS, RECREATION, LEISURE AND FITNESS STUDIES",3103,"Parks, Recreation and Leisure Facilities Management","",06/11/14 08:42 AM,1990
310301,"Parks, Recreation and Leisure Facilities Management, General",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES",3103,"Parks, Recreation and Leisure Facilities Management","",06/11/14 08:42 AM,2010
310502,Adapted Physical Education/Therapeutic Recreation,31,"PARKS, RECREATION, LEISURE AND FITNESS STUDIES",3105,Health and Physical Education/Fitness,"",06/11/14 08:42 AM,1990
310508,Sports Studies,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES",3105,Health and Physical Education/Fitness,New in 2010,06/11/14 08:42 AM,2010
319900,"Parks, Recreation, Leisure and Fitness Studies, Other",31,"PARKS, RECREATION, LEISURE AND FITNESS STUDIES",3199,"Parks, Recreation, Leisure and Fitness Studies, Other","",06/11/14 08:42 AM,1990
330104,Community Involvement,33,CITIZENSHIP ACTIVITIES,3301,Citizenship Activities,"",06/11/14 08:42 AM,2010
330105,Canadian Citizenship Education,33,CITIZENSHIP ACTIVITIES,3301,Citizenship Activities,"",06/11/14 08:42 AM,2010
360106,Nature Appreciation,36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
360108,Sports and Exercise,36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
380200,Religion/Religious Studies,38,PHILOSOPHY AND RELIGION,3802,Religion/Religious Studies,"",06/11/14 08:42 AM,1990
380205,Islamic Studies,38,PHILOSOPHY AND RELIGIOUS STUDIES,3802,Religion/Religious Studies,"",06/11/14 08:42 AM,2010
380299,"Religion/Religious Studies, Other",38,PHILOSOPHY AND RELIGIOUS STUDIES,3802,Religion/Religious Studies,"",06/11/14 08:42 AM,2010
390101,Biblical and Other Theological Languages and Literatures,39,THEOLOGY STUDIES AND RELIGIOUS VOCATIONS,3901,Biblical and Other Theological Languages and Literatures,"",06/11/14 08:42 AM,1990
390300,Missions/Missionary Studies and Misology,39,THEOLOGY STUDIES AND RELIGIOUS VOCATIONS,3903,Missions/Missionary Studies and Misology,"",06/11/14 08:42 AM,1990
390501,Religious/Sacred Music,39,THEOLOGY AND RELIGIOUS VOCATIONS,3905,Religious/Sacred Music,"",06/11/14 08:42 AM,2010
400101,Physical Sciences,40,PHYSICAL SCIENCES,4001,Physical Sciences,"",06/11/14 08:42 AM,2010
400300,Astrophysics,40,PHYSICAL SCIENCES,4003,Astrophysics,"",06/11/14 08:42 AM,1990
400402,Atmospheric Chemistry and Climatology,40,PHYSICAL SCIENCES,4004,Atmospheric Sciences and Meteorology,"",06/11/14 08:42 AM,2010
400505,Medicinal/Pharmaceutical Chemistry,40,PHYSICAL SCIENCES,4005,Chemistry,"",06/11/14 08:42 AM,1990
400507,Polymer Chemistry,40,PHYSICAL SCIENCES,4005,Chemistry,"",06/11/14 08:42 AM,2010
400510,Forensic Chemistry,40,PHYSICAL SCIENCES,4005,Chemistry,New in 2010,06/11/14 08:42 AM,2010
400599,"Chemistry, Other",40,PHYSICAL SCIENCES,4005,Chemistry,"",06/11/14 08:42 AM,2010
400604,Paleontology,40,PHYSICAL SCIENCES,4006,Geological and Earth Sciences/Geosciences,"",06/11/14 08:42 AM,2010
400806,Nuclear Physics,40,PHYSICAL SCIENCES,4008,Physics,"",06/11/14 08:42 AM,2010
400809,Acoustics,40,PHYSICAL SCIENCES,4008,Physics,"",06/11/14 08:42 AM,2010
409999,"Physical Sciences, Other",40,PHYSICAL SCIENCES,4099,"Physical Sciences, Other","",06/11/14 08:42 AM,2010
410101,Biology Technician/Biotechnology Laboratory Technician,41,SCIENCE TECHNOLOGIES/TECHNICIANS,4101,Biology Technician/Biotechnology Laboratory Technician,"",06/11/14 08:42 AM,2010
410204,Industrial Radiologic Technology/Technician,41,SCIENCE TECHNOLOGIES/TECHNICIANS,4102,Nuclear and Industrial Radiologic Technologies/Technicians,"",06/11/14 08:42 AM,2010
420301,Cognitive Psychology and Psycholinguistics,42,PSYCHOLOGY,4203,Cognitive Psychology and Psycholinguistics,"",06/11/14 08:42 AM,2000
420601,Counseling Psychology,42,PSYCHOLOGY,4206,Counseling Psychology,"",06/11/14 08:42 AM,2000
420900,Industrial and Organizational Psychology,42,PSYCHOLOGY,4209,Industrial and Organizational Psychology,"",06/11/14 08:42 AM,1990
421600,Social Psychology,42,PSYCHOLOGY,4216,Social Psychology,"",06/11/14 08:42 AM,1990
422301,Health/Medical Psychology,42,PSYCHOLOGY,4223,Health Psychology,New in 2000,06/11/14 08:42 AM,2000
422701,Cognitive Psychology and Psycholinguistics,42,PSYCHOLOGY,4227,Research and Experimental Psychology,Moved from 42.0301 to 42.2701,06/11/14 08:42 AM,2010
422802,Community Psychology,42,PSYCHOLOGY,4228,"Clinical, Counseling and Applied Psychology",Moved from 42.0401 to 42.2802,06/11/14 08:42 AM,2010
422812,Forensic Psychology,42,PSYCHOLOGY,4228,"Clinical, Counseling and Applied Psychology",Moved from 42.2601 to 42.2812,06/11/14 08:42 AM,2010
430103,Criminal Justice/Law Enforcement Administration,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES",4301,Criminal Justice and Corrections,"",06/11/14 08:42 AM,2010
430117,Financial Forensics and Fraud Investigation,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES",4301,Criminal Justice and Corrections,New in 2010,06/11/14 08:42 AM,2010
430203,Fire Science/Fire-fighting,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES",4302,Fire Protection,"",06/11/14 08:42 AM,2010
430206,Wildland/Forest Firefighting and Investigation,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES",4302,Fire Protection,New in 2010,06/11/14 08:42 AM,2010
430299,"Fire Protection, Other",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES",4302,Fire Protection,"",06/11/14 08:42 AM,2010
430301,Homeland Security,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES",4303,Homeland Security,New in 2010,06/11/14 08:42 AM,2010
430309,Marine Science/Merchant Marine Officer,43,PROTECTIVE SERVICES,4303,"","",06/11/14 08:42 AM,1990
439900,"Protective Services, Other",43,PROTECTIVE SERVICES,4399,"Protective Services, Other","",06/11/14 08:42 AM,1990
440000,"Human Services, General",44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,4400,"Human Services, General","",06/11/14 08:42 AM,2010
440201,Community Organization and Advocacy,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,4402,Community Organization and Advocacy,"",06/11/14 08:42 AM,2010
440401,Public Administration,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,4404,Public Administration,"",06/11/14 08:42 AM,2010
440501,"Public Policy Analysis, General",44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,4405,Public Policy Analysis,"",06/11/14 08:42 AM,2010
440701,Social Work,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,4407,Social Work,"",06/11/14 08:42 AM,2010
449999,"Public Administration and Social Service Professions, Other",44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,4499,"Public Administration and Social Service Professions, Other","",06/11/14 08:42 AM,2010
450202,Physical and Biological Anthropology,45,SOCIAL SCIENCES,4502,Anthropology,"",06/11/14 08:42 AM,2010
450602,Applied Economics,45,SOCIAL SCIENCES,4506,Economics,"",06/11/14 08:42 AM,2010
450899,"History, Other",45,SOCIAL SCIENCES AND HISTORY,4508,History,"",06/11/14 08:42 AM,1990
450901,International Relations and Affairs,45,SOCIAL SCIENCES,4509,International Relations and National Security Studies,"",06/11/14 08:42 AM,2010
511900,Osteopathic Medicine (DO),51,HEALTH PROFESSIONS AND RELATED SCIENCES,5119,Osteopathic Medicine (DO),"",06/11/14 08:42 AM,1990
512203,Epidemiology,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5122,Public Health,"",06/11/14 08:42 AM,1990
512209,Maternal and Child Health,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5122,Public Health,"",06/11/14 08:42 AM,2010
512399,"Rehabilitation and Therapeutic Professions, Other",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5123,Rehabilitation and Therapeutic Professions,"",06/11/14 08:42 AM,2010
512400,Veterinary Medicine (DVM),51,HEALTH PROFESSIONS AND RELATED SCIENCES,5124,Veterinary Medicine (DVM),"",06/11/14 08:42 AM,1990
512506,Veterinary Toxicology and Pharmacology,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5125,Veterinary Biomedical and Clinical Sciences,"",06/11/14 08:42 AM,2010
512511,Veterinary Infectious Diseases,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5125,Veterinary Biomedical and Clinical Sciences,"",06/11/14 08:42 AM,2010
512600,Miscellaneous Health Aides,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5126,Miscellaneous Health Aides,"",06/11/14 08:42 AM,1990
512701,Acupuncture and Oriental Medicine,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5127,Miscellaneous Health Professions,"",06/11/14 08:42 AM,1990
512702,Medical Dietician,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5127,Miscellaneous Health Professions,"",06/11/14 08:42 AM,1990
512808,PROSTHODONTICS SPECIALTY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5128,DENTAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512911,CRITICAL CARE MEDICINE RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512921,GENERAL SURGERY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512926,IMMUNOPATHOLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512934,NEUROLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512940,ONCOLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512943,OTOLARYNGOLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512947,PEDIATRIC HEMATO-ONCOLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512952,PHYSICAL AND REHABILITATION MEDICINE RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512955,PSYCHIATRY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
513101,Dietetics/Dietitian,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5131,Dietetics and Clinical Nutrition Services,"",06/11/14 08:42 AM,2010
513502,Asian Bodywork Therapy,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5135,Somatic Bodywork and Related Therapeutic Services,"",06/11/14 08:42 AM,2010
513702,Herbalism/Herbalist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5137,Energy and Biologically Based Therapies,"",06/11/14 08:42 AM,2010
513799,"Energy and Biologically Based Therapies, Other",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5137,Energy and Biologically Based Therapies,"",06/11/14 08:42 AM,2010
513819,Palliative Care Nursing,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",New in 2010,06/11/14 08:42 AM,2010
513820,Clinical Nurse Leader,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",New in 2010,06/11/14 08:42 AM,2010
513822,Women's Health Nurse/Nursing,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",New in 2010,06/11/14 08:42 AM,2010
513901,Licensed Practical/Vocational Nurse Training,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants",Moved from 51.1613 to 51.3901,06/11/14 08:42 AM,2010
520202,"Purchasing, Procurement/Acquisitions and Contracts Management",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5202,"Business Administration, Management and Operations","",06/11/14 08:42 AM,2010
520208,E-Commerce/Electronic Commerce,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5202,"Business Administration, Management and Operations","",06/11/14 08:42 AM,2010
520305,Accounting and Business/Management,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5203,Accounting and Related Services,"",06/11/14 08:42 AM,2010
520803,Banking and Financial Support Services,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5208,Finance and Financial Management Services,"",06/11/14 08:42 AM,2010
520806,International Finance,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5208,Finance and Financial Management Services,"",06/11/14 08:42 AM,2010
520901,"Hospitality Administration/Management, General",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5209,Hospitality Administration/Management,"",06/11/14 08:42 AM,2010
520902,Hotel/Motel and Restaurant Management,52,BUSINESS MANAGEMENT AND ADMINISTRATIVE SERVICES,5209,Hospitality Services Management,"",06/11/14 08:42 AM,1990
520904,Hotel/Motel Administration/Management,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5209,Hospitality Administration/Management,"",06/11/14 08:42 AM,2010
521204,Business Systems Networking and Telecommunications,52,BUSINESS MANAGEMENT AND ADMINISTRATIVE SERVICES,5212,Business Information Systems,"",06/11/14 08:42 AM,1990
521304,Actuarial Science,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5213,Management Sciences and Quantitative Methods,"",06/11/14 08:42 AM,2010
521403,International Marketing,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5214,Marketing,"",06/11/14 08:42 AM,2010
521803,Retailing and Retail Operations,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5218,"General Sales, Merchandising and Related Marketing Operations","",06/11/14 08:42 AM,2010
521908,Business and Personal/Financial Services Marketing Operations,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5219,"Specialized Sales, Merchandising and  Marketing Operations","",06/11/14 08:42 AM,2010
540105,Public/Applied History,54,HISTORY,5401,History,"",06/11/14 08:42 AM,2010
600211,Critical Care Medicine,60,Residency Programs,6002,Medical Residency Programs,Moved from 51.2911,06/11/14 08:42 AM,2000
600226,Immunopathology,60,Residency Programs,6002,Medical Residency Programs,Moved from 51.2926,06/11/14 08:42 AM,2000
600231,Neonatal-Perinatal Medicine,60,Residency Programs,6002,Medical Residency Programs,Moved from 51.2931,06/11/14 08:42 AM,2000
600239,Occupational Medicine,60,Residency Programs,6002,Medical Residency Programs,Moved from 51.2939,06/11/14 08:42 AM,2000
600244,Pathology,60,Residency Programs,6002,Medical Residency Programs,Moved from 51.2944,06/11/14 08:42 AM,2000
600317,Zoological Medicine Residency Program,60,RESIDENCY PROGRAMS,6003,Veterinary Residency Programs,"",06/11/14 08:42 AM,2010
600320,Veterinary Clinical Pharmacology Residency Program,60,RESIDENCY PROGRAMS,6003,Veterinary Residency Programs,New in 2010,06/11/14 08:42 AM,2010
600429,Public Health and General Preventive Medicine Residency Program,60,RESIDENCY PROGRAMS,6004,Medical Residency Programs - General Certificates,New in 2010,06/11/14 08:42 AM,2010
600432,Thoracic Surgery Residency Program,60,RESIDENCY PROGRAMS,6004,Medical Residency Programs - General Certificates,Moved from 60.0262 to 60.0432,06/11/14 08:42 AM,2010
600501,Addiction Psychiatry Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
600507,Child and Adolescent Psychiatry Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,Moved from 60.0208 to 60.0507,06/11/14 08:42 AM,2010
600522,Gynecologic Oncology Residency Program,60,RESIDENCY PROGRAMS,6005,Medical Residency Programs - Subspecialty Certificates,New in 2010,06/11/14 08:42 AM,2010
