,type,regex,randomString
570,misc,"\(([0-9]{2}|0{1}((x|[0-9]){2}[0-9]{2}))\)\s*[0-9]{3,4}[- ]*[0-9]{4}",(55) 	 051   ---1180
571,misc,"^(?=.*\d)(?=.*[a-z])(?=.*[A-Z]).{4,8}$","6Dg[edf>,)sv	QSMpp4u;R"
572,misc,([2-9JQKA]|10)([\u2660\u2663\u2665\u2666]),2♠
573,misc,[1-2][0|9][0-9]{2}[0-1][0-9][0-3][0-9][-][0-9]{4},10151911-9729
574,misc,((&quot;|')[a-z0-9\/\.\?\=\&amp;]*(\.htm|\.asp|\.php|\.jsp)[a-z0-9\/\.\?\=\&amp;]*(&quot;|'))|(href=*?[a-z0-9\/\.\?\=\&amp;&quot;']*),href==.q.qe
575,misc,(^\d{5}-\d{3}|^\d{2}.\d{3}-\d{3}|\d{8}),75604-964
576,misc,^0(5[012345678]|6[47]){1}(\-)?[^0\D]{1}\d{5}$,053-859517
577,misc,^\{?[a-fA-F\d]{8}-([a-fA-F\d]{4}-){3}[a-fA-F\d]{12}\}?$,18e7BE6a-5C86-F6BE-E9fC-cf125ceD30a3}
578,misc,^[A-Z]{2}[0-9]{6}[A-DFM]{1}$,FJ133215M
579,misc,\({1}[0-9]{3}\){1}\-{1}[0-9]{3}\-{1}[0-9]{4},(367)-589-4250
580,misc,&lt;[^&gt;\s]*\bauthor\b[^&gt;]*&gt;,&lt;XJu?DXBauthor-[s(G5xd`&gt;
581,misc,^&lt;a\s+href\s*=\s*&quot;http:\/\/([^&quot;]*)&quot;([^&gt;]*)&gt;(.*?(?=&lt;\/a&gt;))&lt;\/a&gt;$,&lt;a  href=  &quot;http://&quot;C:C'M&gt;3K)m!d6t5&lt;/a&gt;&lt;/a&gt;
582,misc,^(\d{5}-\d{4}|\d{5})$,23978
583,misc,^0[1-6]{1}(([0-9]{2}){4})|((\s[0-9]{2}){4})|((-[0-9]{2}){4})$,-14-81-97-24
586,misc,^[1-9]{1}[0-9]{3}$,9177
587,misc,([0-1][0-9]|2[0-3]):[0-5][0-9],20:00
589,misc,[A-Z][a-z]+,Qlyah
590,misc,^(([a-zA-Z]:)|(\\{2}\w+)\$?)(\\(\w[\w ]*))+\.(txt|TXT)$,D:\mE\oFCn\tecQ15pImsw\FUQBOVDAWY\BeL TQDc\k96.txt
591,misc,^([1-9]|[1-9]\d|1\d{2}|2[0-4]\d|25[0-5])$,100
592,misc,"\w?<\s?\/?[^\s>]+(\s+[^""'=]+(=(""[^""]*"")|('[^\']*')|([^\s""'>]*))?)*\s*\/?>","S</O]+ 		zn oi=""9=yh ""	  	 />"
593,misc,"^([a-zA-Z0-9][-a-zA-Z0-9]*[a-zA-Z0-9]\.)+([a-zA-Z0-9]{3,5})$",A1AQKJq2D.Y4O0AHAXjSIJ.I2jnVfdhTQ8.1cG.pQrv2f6.2mCpcY.OcP.UWYu.8st75.3U7
594,misc,"^\d{3,3}\.\d{0,2}$|^E\d{3,3}\.\d{0,2}$",E721.6
595,misc,{.*},{J-bgF;}
596,misc,^[0-9A-Za-z_ ]+(.[jJ][pP][gG]|.[gG][iI][fF])$,hzuHrGIF
597,misc,"[^A-Za-z0-9_@\.]|@{2,}|\.{5,}",@@@@@@@@
598,misc,^(((25[0-5]|2[0-4][0-9]|19[0-1]|19[3-9]|18[0-9]|17[0-1]|17[3-9]|1[3-6][0-9]|12[8-9]|12[0-6]|1[0-1][0-9]|1[1-9]|[2-9][0-9]|[0-9])\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9][0-9]|[0-9]))|(192\.(25[0-5]|2[0-4][0-9]|16[0-7]|169|1[0-5][0-9]|1[7-9][0-9]|[1-9][0-9]|[0-9]))|(172\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|1[0-5]|3[2-9]|[4-9][0-9]|[0-9])))\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9][0-9]|[0-9])\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9][0-9]|[0-9])$,172.39.117.80
599,misc,^([A-HJ-TP-Z]{1}\d{4}[A-Z]{3}|[a-z]{1}\d{4}[a-hj-tp-z]{3})$,l3382qqa
600,misc,(([01][\.\- +]\(\d{3}\)[\.\- +]?)|([01][\.\- +]\d{3}[\.\- +])|(\(\d{3}\) ?)|(\d{3}[- \.]))?\d{3}[- \.]\d{4},0 080-991 2426
601,misc,(^[A-ZÀ-Ü]{1}[a-zà-ü']+\s[a-zA-Zà-üÀ-Ü]+((([\s\.'])|([a-zà-ü']+))|[a-zà-ü']+[a-zA-Zà-üÀ-Ü']+)),Kn'çsæ âtFÖÖy
602,misc,^(\{|\[|\().+(\}|\]|\)).+$,[H)[5
603,misc,^[^']*$,
604,misc,"(^\(\)$|^\(((\([0-9]+,(\((\([0-9]+,[0-9]+,[0-9]+\),)*(\([0-9]+,[0-9]+,[0-9]+\)){1}\))+\),)*(\([0-9]+,(\((\([0-9]+,[0-9]+,[0-9]+\),)*(\([0-9]+,[0-9]+,[0-9]+\)){1}\))+\)){1}\)))$",()
605,misc,(^0[78][2347][0-9]{7}),0842309904
606,misc,[^a-zA-Z \-]|(  )|(\-\-)|(^\s*$),--
607,misc,"^([a-zA-Z0-9!@#$%^&amp;*()-_=+;:'&quot;|~`&lt;&gt;?/{}]{1,5})$",7
608,misc,"^[0-9]{4}\s{0,2}[a-zA-z]{2}$",9529	ly
609,misc,^[a-zA-Z0-9\s.\-_']+$,XHIYUHZ
610,misc,^\d{2}(\x2e)(\d{3})(-\d{3})?$,67.596-783
611,misc,^\(?082|083|084|072\)?[\s-]?[\d]{3}[\s-]?[\d]{4}$,082
612,misc,"^([0-9A-Za-z@.]{1,255})$",kX2
613,misc,&lt;[iI][mM][gG]([^&gt;]*[^/&gt;]),&lt;IMG6=S
614,misc,"^((A(((H[MX])|(M(P|SN))|(X((D[ACH])|(M[DS]))?)))?)|(K7(A)?)|(D(H[DLM])?))(\d{3,4})[ABD-G][CHJK-NPQT-Y][Q-TV][1-4][B-E]$",DHD2128EWV2D
616,misc,(^.+\|+[A-Za-z]),}\Q||||o
617,misc,^[A-Z1-9]{5}-[A-Z1-9]{5}-[A-Z1-9]{5}-[A-Z1-9]{5}-[A-Z1-9]{5}$,7L263-78KGL-OQPCU-5KGI1-FI3Y8
618,misc,^[a-zA-Z]+$,jo
619,misc,"(^([1-3]{1}[0-9]{0,}(\.[0-9]{1})?|0(\.[0-9]{1})?|[4]{1}[0-9]{0,}(\.[0]{1})?|5(\.[5]{1}))$)",46.0
620,misc,^\d{5}$|^\d{5}-\d{4}$,12567-0126
621,misc,Last.*?(\d+.?\d*),Last|9841547f924991
622,misc,^[A-Z0-9]{8}-[A-Z0-9]{4}-[A-Z0-9]{4}-[A-Z0-9]{4}-[A-Z0-9]{12}$,4X08U0B2-6VIT-266B-8VO7-8FWP2WP0LQQ3
624,misc,(^\+[0-9]{2}|^\+[0-9]{2}\(0\)|^\(\+[0-9]{2}\)\(0\)|^00[0-9]{2}|^0)([0-9]{9}$|[0-9\-\s]{10}$),+19(0)893-67
625,misc,^([0-9]{6}[\s\-]{1}[0-9]{12}|[0-9]{18})$,449594 133257565687
626,misc,^[a-zA-Z0-9\s.\-]+$,mQcokxTB7M
628,misc,"^(user=([a-z0-9]+,)*(([a-z0-9]+){1});)?(group=([a-z0-9]+,)*(([a-z0-9]+){1});)?(level=[0-9]+;)?$","group=a,kk71coqvr7,hkfajgtcg0,qm4cp,lepopsfo7i,uxv,u0;level=59169;"
633,misc,^\d{5}(-\d{3})?$,56372
634,misc,"^[A-Z]{1,2}[1-9][0-9]?[A-Z]? [0-9][A-Z]{2,}|GIR 0AA$",GIR 0AA
636,misc,^[A-Za-z0-9]{8}-[A-Za-z0-9]{4}-[A-Za-z0-9]{4}-[A-Za-z0-9]{4}-[A-Za-z0-9]{12}$,6ITvL0gv-zaPC-W9QL-kzBC-y04z4r3s61JC
637,misc,"^(?i:(?=[MDCLXVI])((M{0,3})((C[DM])|(D?C{0,3}))?((X[LC])|(L?XX{0,2})|L)?((I[VX])|(V?(II{0,2}))|V)?))$",CMDCCCXC
638,address/phone,"^[\\(]{0,1}([0-9]){3}[\\)]{0,1}[ ]?([^0-1]){1}([0-9]){2}[ ]?[-]?[ ]?([0-9]){4}[ ]*((x){0,1}([0-9]){1,5}){0,1}$",(8414232677         40
639,address/phone,"(^1300\d{6}$)|(^1800|1900|1902\d{6}$)|(^0[2|3|7|8]{1}[0-9]{8}$)|(^13\d{4}$)|(^04\d{2,3}\d{6}$)",1800
640,address/phone,^[a-zA-Z]{1}[0-9]{1}[a-zA-Z]{1}(\-| |){1}[0-9]{1}[a-zA-Z]{1}[0-9]{1}$,H7V 2j5
641,address/phone,^(?:\([2-9]\d{2}\)\ ?|[2-9]\d{2}(?:\-?|\ ?))[2-9]\d{2}[- ]?\d{4}$,433251-4525
642,address/phone,"(\d{4,6})",358365
644,address/phone,^[2-9]\d{2}-\d{3}-\d{4}$,769-061-2437
645,address/phone,^([0-9]( |-)?)?(\(?[0-9]{3}\)?|[0-9]{3})( |-)?([0-9]{3}( |-)?[0-9]{4}|[a-zA-Z0-9]{7})$,5819HTMzPWG
646,address/phone,^((AL)|(AK)|(AS)|(AZ)|(AR)|(CA)|(CO)|(CT)|(DE)|(DC)|(FM)|(FL)|(GA)|(GU)|(HI)|(ID)|(IL)|(IN)|(IA)|(KS)|(KY)|(LA)|(ME)|(MH)|(MD)|(MA)|(MI)|(MN)|(MS)|(MO)|(MT)|(NE)|(NV)|(NH)|(NJ)|(NM)|(NY)|(NC)|(ND)|(MP)|(OH)|(OK)|(OR)|(PW)|(PA)|(PR)|(RI)|(SC)|(SD)|(TN)|(TX)|(UT)|(VT)|(VI)|(VA)|(WA)|(WV)|(WI)|(WY))$,MT
647,address/phone,(((^[BEGLMNS][1-9]\d?) | (^W[2-9] ) | ( ^( A[BL] | B[ABDHLNRST] | C[ABFHMORTVW] | D[ADEGHLNTY] | E[HNX] | F[KY] | G[LUY] | H[ADGPRSUX] | I[GMPV] | JE | K[ATWY] | L[ADELNSU] | M[EKL] | N[EGNPRW] | O[LX] | P[AEHLOR] | R[GHM] | S[AEGKL-PRSTWY] | T[ADFNQRSW] | UB | W[ADFNRSV] | YO | ZE ) \d\d?) | (^W1[A-HJKSTUW0-9]) | ((  (^WC[1-2])  |  (^EC[1-4]) | (^SW1)  ) [ABEHMNPRVWXY] ) ) (\s*)?  ([0-9][ABD-HJLNP-UW-Z]{2})) | (^GIR\s?0AA), GIR 0AA
648,address/phone,^((\d{5}-\d{4})|(\d{5})|([AaBbCcEeGgHhJjKkLlMmNnPpRrSsTtVvXxYy]\d[A-Za-z]\s?\d[A-Za-z]\d))$,24583
649,address/phone,([0]{1}[6]{1}[-\s]*[1-9]{1}[\s]*([0-9]{1}[\s]*){7})|([0]{1}[1-9]{1}[0-9]{1}[0-9]{1}[-\s]*[1-9]{1}[\s]*([0-9]{1}[\s]*){5})|([0]{1}[1-9]{1}[0-9]{1}[-\s]*[1-9]{1}[\s]*([0-9]{1}[\s]*){6}),035-		-  -98	  6  9  		1   	8	5
650,address/phone,^[1-9][0-9]{3}\s?[a-zA-Z]{2}$,2906Zg
651,address/phone,\b((?:0[1-46-9]\d{3})|(?:[1-357-9]\d{4})|(?:[4][0-24-9]\d{3})|(?:[6][013-9]\d{3}))\b,04836
652,address/phone,^\(\d{3}\) ?\d{3}( |-)?\d{4}|^\d{3}( |-)?\d{3}( |-)?\d{4},990707-2795
653,address/phone,"^[ \w]{3,}([A-Za-z]\.)?([ \w]*\#\d+)?(\r\n| )[ \w]{3,},\x20[A-Za-z]{2}\x20\d{5}(-\d{4})?$","0c4xEf.XJTf_ZOx#174 klO, QC 27762-6728"
654,address/phone,"^0[234679]{1}[\s]{0,1}[\-]{0,1}[\s]{0,1}[1-9]{1}[0-9]{6}$",042676203
655,address/phone,"^(\+97[\s]{0,1}[\-]{0,1}[\s]{0,1}1|0)50[\s]{0,1}[\-]{0,1}[\s]{0,1}[1-9]{1}[0-9]{6}$",+97150-9258000
656,address/phone,^\d{5}((-|\s)?\d{4})?$,308442913
657,address/phone,(((^[BEGLMNS][1-9]\d?)|(^W[2-9])|(^(A[BL]|B[ABDHLNRST]|C[ABFHMORTVW]|D[ADEGHLNTY]|E[HNX]|F[KY]|G[LUY]|H[ADGPRSUX]|I[GMPV]|JE|K[ATWY]|L[ADELNSU]|M[EKL]|N[EGNPRW]|O[LX]|P[AEHLOR]|R[GHM]|S[AEGKL-PRSTWY]|T[ADFNQRSW]|UB|W[ADFNRSV]|YO|ZE)\d\d?)|(^W1[A-HJKSTUW0-9])|(((^WC[1-2])|(^EC[1-4])|(^SW1))[ABEHMNPRVWXY]))(\s*)?([0-9][ABD-HJLNP-UW-Z]{2}))$|(^GIR\s?0AA$),WC1H1ZR
659,address/phone,"^[\(]? ([^0-1]){1}([0-9]){2}([-,\),/,\.])*([ ])?([^0-1]){1}([0-9]){2}[ ]?[-]?[/]?[\.]? ([0-9]){4}$"," y24)-/.)),-,-m95 . 5003"
661,address/phone,"((\(\d{3,4}\)|\d{3,4}-)\d{4,9}(-\d{1,5}|\d{0}))|(\d{4,12})",65718024
662,address/phone,^(1\s*[-\/\.]?)?(\((\d{3})\)|(\d{3}))\s*[-\/\.]?\s*(\d{3})\s*[-\/\.]?\s*(\d{4})\s*(([xX]|[eE][xX][tT])\.?\s*(\d+))*$,(676) 	 		 	128     	  	 3687   x.  	 1587177233eXT.5206275X04553eXt	7933ExT		99130exT.			939339236x.	 982
663,address/phone,^(?-i:A[LKSZRAEP]|C[AOT]|D[EC]|F[LM]|G[AU]|HI|I[ADLN]|K[SY]|LA|M[ADEHINOPST]|N[CDEHJMVY]|O[HKR]|P[ARW]|RI|S[CD]|T[NX]|UT|V[AIT]|W[AIVY])$,UT
664,address/phone,^([\(]{1}[0-9]{3}[\)]{1}[ ]{1}[0-9]{3}[\-]{1}[0-9]{4})$,(819) 716-4249
665,address/phone,"\d{1,3}.?\d{0,3}\s[a-zA-Z]{2,30}\s[a-zA-Z]{2,15}",9760 Tsq zFKz
666,address/phone,^((\d{5}-\d{4})|(\d{5})|([A-Z]\d[A-Z]\s\d[A-Z]\d))$,F2W 1C6
667,address/phone,"^(([A-Z]{1,2}[0-9]{1,2})|([A-Z]{1,2}[0-9][A-Z]))\s?([0-9][A-Z]{2})$",TC54XF
668,address/phone,^((?:\+27|27)|0)(=72|82|73|83|74|84)(\d{7})$,0747069211
669,address/phone,^[0-9]{6},534512
670,address/phone,^(\([2-9]|[2-9])(\d{2}|\d{2}\))(-|.|\s)?\d{3}(-|.|\s)?\d{4}$,(940)[737N8422
671,address/phone,^\d{5}-\d{4}|\d{5}|[A-Z]\d[A-Z] \d[A-Z]\d$,K0M 3I6
672,address/phone,^[0-9]{5}([- /]?[0-9]{4})?$,50046
673,address/phone,"^\s*\(?(020[7,8]{1}\)?[ ]?[1-9]{1}[0-9{2}[ ]?[0-9]{4})|(0[1-8]{1}[0-9]{3}\)?[ ]?[1-9]{1}[0-9]{2}[ ]?[0-9]{3})\s*$",(0207) 826186
674,address/phone,"(^\([0]\d{2}\))(\d{6,7}$)",(099)7191910
675,address/phone,"(02\d\s?\d{4}\s?\d{4})|(01\d{2}\s?\d{3}\s?\d{4})|(01\d{3}\s?\d{5,6})|(01\d{4}\s?\d{4,5})",0148133803
677,address/phone,(\s*\(?0\d{4}\)?(\s*|-)\d{3}(\s*|-)\d{3}\s*)|(\s*\(?0\d{3}\)?(\s*|-)\d{3}(\s*|-)\d{4}\s*)|(\s*(7|8)(\d{7}|\d{3}(\-|\s{1})\d{4})\s*), 0653)065    3113 	  
679,address/phone,"^[a-zA-Z\d]+(([\'\,\.\- #][a-zA-Z\d ])?[a-zA-Z\d]*[\.]*)*$","M'U..,PtsS86YwaB...Nro6......S4qm98Yz.....xzxdavXjZn..........m........tDsVg..........KTqmOFdzQ...........w1....'x....."
681,address/phone,(^\d{5}$)|(^\d{5}-\d{4}$),82567
682,address/phone,"^[abceghjklmnprstvxyABCEGHJKLMNPRSTVXY][0-9][abceghjklmnprstvwxyzABCEGHJKLMNPRSTVWXYZ] {0,1}[0-9][abceghjklmnprstvwxyzABCEGHJKLMNPRSTVWXYZ][0-9]$",A3N 6P2
683,address/phone,^([0-9]*\-?\ ?\/?[0-9]*)$,16252 
684,address/phone,^[S-s]( |-)?[1-9]{1}[0-9]{2}( |-)?[0-9]{2}$,^-14203
685,address/phone,^[D-d][K-k]( |-)[1-9]{1}[0-9]{3}$,Ec-9128
686,address/phone,^[D-d][K-k]-[1-9]{1}[0-9]{3}$,E\-4405
687,address/phone,^(((\+44\s?\d{4}|\(?0\d{4}\)?)\s?\d{3}\s?\d{3})|((\+44\s?\d{3}|\(?0\d{3}\)?)\s?\d{3}\s?\d{4})|((\+44\s?\d{2}|\(?0\d{2}\)?)\s?\d{4}\s?\d{4}))(\s?\#(\d{4}|\d{3}))?$,(00709 528 410 #5712
688,address/phone,^(\+44\s?7\d{3}|\(?07\d{3}\)?)\s?\d{3}\s?\d{3}$,+447032 735542
689,address/phone,"^[A-Za-z]{1,2}[\d]{1,2}([A-Za-z])?\s?[\d][A-Za-z]{2}$",h695gU
690,address/phone,^[01]?[- .]?\(?[2-9]\d{2}\)?[- .]?\d{3}[- .]?\d{4}$,(863).3892762
692,address/phone,"^([\+][0-9]{1,3}[\.][0-9]{1,12})([x]?[0-9]{1,4}?)$",+688.95x40
693,address/phone,^((\(?0\d{4}\)?\s?\d{3}\s?\d{3})|(\(?0\d{3}\)?\s?\d{3}\s?\d{4})|(\(?0\d{2}\)?\s?\d{4}\s?\d{4}))(\s?\#(\d{4}|\d{3}))?$,01731390202
694,address/phone,"((\(\d{3}\) ?)|(\d{3}[- \.]))?\d{3}[- \.]\d{4}(\s(x\d+)?){0,1}$",420 5284
695,address/phone,^([8-9])([1-9])(\d{2})(-?|\040?)(\d{4})$,8826 5704
696,address/phone,"^([2-9])(\d{2})(-?|\040?)(\d{4})( ?|\040?)(\d{1,4}?|\040?)$",2524847978
697,address/phone,\d{5}\-\d{3},32348-840
698,address/phone,^\([0-9]{3}\)\s?[0-9]{3}(-|\s)?[0-9]{4}$|^[0-9]{3}-?[0-9]{3}-?[0-9]{4}$,(486)9764989
699,address/phone,"^((([A-PR-UWYZ])([0-9][0-9A-HJKS-UW]?))|(([A-PR-UWYZ][A-HK-Y])([0-9][0-9ABEHMNPRV-Y]?))\s{0,2}(([0-9])([ABD-HJLNP-UW-Z])([ABD-HJLNP-UW-Z])))|(((GI)(R))\s{0,2}((0)(A)(A)))$",HR915FY
700,address/phone,^[1-9]{1}[0-9]{3}\s?[A-Z]{2}$,1193JF
701,address/phone,^\d{5}((\-|\s)?\d{4})?$,350253173
702,address/phone,(^(?!0{5})(\d{5})(?!-?0{4})(-?\d{4})?$),037908810
703,address/phone,"^[1-9]{1}[0-9]{3}\s{0,1}?[a-zA-Z]{2}$",2831To
704,address/phone,^(\d{3}-\d{3}-\d{4})*$,148-570-5011582-126-4249489-138-1229
705,address/phone,^(\d{2}-\d{2})*$,21-1160-3429-5074-7854-8988-9907-5147-45
706,address/phone,"(^box[.|\s]*\d+)|\s|\.|,]*|",.
707,address/phone,[0-9]{4}[A-Z]{2},1006SW
708,address/phone,^((\d[-. ]?)?((\(\d{3}\))|\d{3}))?[-. ]?\d{3}[-. ]?\d{4}$,5.394 0000350
709,address/phone,"^([\(]{1}[0-9]{3}[\)]{1}[\.| |\-]{0,1}|^[0-9]{3}[\.|\-| ]?)?[0-9]{3}(\.|\-| )?[0-9]{4}$",117700-5869
710,address/phone,^([0-9]{2})?((\([0-9]{2})\)|[0-9]{2})?([0-9]{3}|[0-9]{4})(\-)?[0-9]{4}$,(88)08406379
711,address/phone,(077|078|079)\s?\d{2}\s?\d{6},07957279425
712,address/phone,"^\s*((?:(?:\d+(?:\x20+\w+\.?)+(?:(?:\x20+STREET|ST|DRIVE|DR|AVENUE|AVE|ROAD|RD|LOOP|COURT|CT|CIRCLE|LANE|LN|BOULEVARD|BLVD)\.?)?)|(?:(?:P\.\x20?O\.|P\x20?O)\x20*Box\x20+\d+)|(?:General\x20+Delivery)|(?:C[\\\/]O\x20+(?:\w+\x20*)+))\,?\x20*(?:(?:(?:APT|BLDG|DEPT|FL|HNGR|LOT|PIER|RM|S(?:LIP|PC|T(?:E|OP))|TRLR|UNIT|\x23)\.?\x20*(?:[a-zA-Z0-9\-]+))|(?:BSMT|FRNT|LBBY|LOWR|OFC|PH|REAR|SIDE|UPPR))?)\,?\s+((?:(?:\d+(?:\x20+\w+\.?)+(?:(?:\x20+STREET|ST|DRIVE|DR|AVENUE|AVE|ROAD|RD|LOOP|COURT|CT|CIRCLE|LANE|LN|BOULEVARD|BLVD)\.?)?)|(?:(?:P\.\x20?O\.|P\x20?O)\x20*Box\x20+\d+)|(?:General\x20+Delivery)|(?:C[\\\/]O\x20+(?:\w+\x20*)+))\,?\x20*(?:(?:(?:APT|BLDG|DEPT|FL|HNGR|LOT|PIER|RM|S(?:LIP|PC|T(?:E|OP))|TRLR|UNIT|\x23)\.?\x20*(?:[a-zA-Z0-9\-]+))|(?:BSMT|FRNT|LBBY|LOWR|OFC|PH|REAR|SIDE|UPPR))?)?\,?\s+((?:[A-Za-z]+\x20*)+)\,\s+(A[LKSZRAP]|C[AOT]|D[EC]|F[LM]|G[AU]|HI|I[ADLN]|K[SY]|LA|M[ADEHINOPST]|N[CDEHJMVY]|O[HKR]|P[ARW]|RI|S[CD]|T[NX]|UT|V[AIT]|W[AIVY])\s+(\d+(?:-\d+)?)\s*$","917112     6cXN.          WjvQW1_EZ     y         mAiq          Qk3MEmPYS7.     DHe  4        Kg9uloMAq  vP_.ROAD.          ,   ,    jVSYM pRuOc   aSfDJbmGK          XymaG      dctksaq         wCBNfuO         qerNJ       gDaEnJU    ,  		SD 		9235349				"
713,address/phone,(^0.*[1-9]*)|(^860+)|(^8613)|(\D)|([0-9]),4
714,address/phone,"^[A-Za-z]{1,2}[0-9A-Za-z]{1,2}[ ]?[0-9]{0,1}[A-Za-z]{2}$",OYv 6Zx
715,address/phone,"^\({0,1}0(2|3|7|8)\){0,1}(\ |-){0,1}[0-9]{4}(\ |-){0,1}[0-9]{4}$",(02)-87273817
716,address/phone,^(?!\d[1]{2}|[5]{3})([2-9]\d{2})([. -]*)\d{4}$,889  -..    .3442
717,address/phone,"(\+)?([-\._\(\) ]?[\d]{3,20}[-\._\(\) ]?){2,10}",.0529044697 .8830807162(2095850.6145294870(
718,address/phone,^(\()?(787|939)(\)|-)?([0-9]{3})(-)?([0-9]{4}|[0-9]{4})$,787864-5519
720,address/phone,"^[0-9]{2,3}-? ?[0-9]{6,7}$",394- 9171651
721,address/phone,^p(ost)?[ |\.]*o(ffice)?[ |\.]*(box)?[ 0-9]*[^[a-z ]]*,p |office6131326288]]]]]]]]]
722,address/phone,^(?:\([2-9]\d{2}\)\ ?|(?:[2-9]\d{2}\-))[2-9]\d{2}\-\d{4}$,387-962-2979
723,address/phone,"^((\+){0,1}91(\s){0,1}(\-){0,1}(\s){0,1}){0,1}98(\s){0,1}(\-){0,1}(\s){0,1}[1-9]{1}[0-9]{7}$",98 -86190550
724,address/phone,"^0{0,1}[1-9]{1}[0-9]{2}[\s]{0,1}[\-]{0,1}[\s]{0,1}[1-9]{1}[0-9]{6}$",06148953376
725,address/phone,^[0-9]{5}$,10801
726,address/phone,^[0-9]{5}([\s-]{1}[0-9]{4})?$,591746302
727,address/phone,"^(\(?\d\d\d\)?)?( |-|\.)?\d\d\d( |-|\.)?\d{4,4}(( |-|\.)?[ext\.]+ ?\d+)?$", 374-0127x.xttxt 684130
729,address/phone,^(\d{5}-\d{4}|\d{5})$|^([a-zA-Z]\d[a-zA-Z] \d[a-zA-Z]\d)$,36266-8330
730,address/phone,[0-9]{4}\s*[a-zA-Z]{2},0267 	 	DW
732,address/phone,"^[a-zA-Z0-9&#192;&#193;&#194;&#195;&#196;&#197;&#198;&#199;&#200;&#201;&#202;&#203;&#204;&#205;&#206;&#207;&#208;&#209;&#210;&#211;&#212;&#213;&#214;&#216;&#217;&#218;&#219;&#220;&#221;&#223;&#224;&#225;&#226;&#227;&#228;&#229;&#230;&#231;&#232;&#233;&#234;&#235;&#236;&#237;&#238;&#239;&#241;&#242;&#243;&#244;&#245;&#246;&#248;&#249;&#250;&#251;&#252;&#253;&#255;\.\,\-\/\']+[a-zA-Z0-9&#192;&#193;&#194;&#195;&#196;&#197;&#198;&#199;&#200;&#201;&#202;&#203;&#204;&#205;&#206;&#207;&#208;&#209;&#210;&#211;&#212;&#213;&#214;&#216;&#217;&#218;&#219;&#220;&#221;&#223;&#224;&#225;&#226;&#227;&#228;&#229;&#230;&#231;&#232;&#233;&#234;&#235;&#236;&#237;&#238;&#239;&#241;&#242;&#243;&#244;&#245;&#246;&#248;&#249;&#250;&#251;&#252;&#253;&#255;\.\,\-\/\' ]+$",KSJxBmlp4F6Xx4J7Xl
735,address/phone,^0(6[045679][0469]){1}(\-)?(1)?[^0\D]{1}\d{6}$,0679-8762469
736,address/phone,^(1?(-?\d{3})-?)?(\d{3})(-?\d{4})$,765-4920
737,address/phone,"^(9,)*([1-9]\d{2}-?)*[1-9]\d{2}-?\d{4}$","9,9,9,9,9,9,9,752-434-3096"
738,address/phone,^([0-9]{5})([\-]{1}[0-9]{4})?$,87156
739,address/phone,^[+][0-9]\d{2}-\d{3}-\d{4}$,+343-320-0093
740,address/phone,"^([+]39)?((38[{8,9}|0])|(34[{7-9}|0])|(36[6|8|0])|(33[{3-9}|0])|(32[{8,9}]))([\d]{7})$",3481983932
741,markup/code,&lt;[^&gt;]*\n?.*=(&quot;|')?(.*\.jpg)(&quot;|')?.*\n?[^&lt;]*&gt;,"&lt;<@!OfV!`+6=J.jpg'v8>MOaX,(+z&gt;"
742,markup/code,^#?([a-f]|[A-F]|[0-9]){3}(([a-f]|[A-F]|[0-9]){3})?$,#cbB
745,markup/code,<[^>]*>,<rb04>
746,markup/code,"&lt;(\/{0,1})img(.*?)(\/{0,1})\&gt;",&lt;/imgNT2@jIU}U&gt;
747,markup/code,&quot;([^&quot;](?:\\.|[^\\&quot;]*)*)&quot;,&quot;j\'\A&quot;
748,markup/code,\xA9,©
749,markup/code,&lt;!--[\s\S]*?--[ \t\n\r]*&gt;,&lt;!----	 	 &gt;
750,markup/code,href[ ]*=[ ]*('|\&quot;)([^\&quot;'])*('|\&quot;),href       =&quot;6l#n&quot;
752,markup/code,&lt;!--.*?--&gt;,&lt;!--=5H(J/Pe--&gt;
754,markup/code,"href=[\""\'](http:\/\/|\.\/|\/)?\w+(\.\w+)*(\/\w+(\.\w+)?)*(\/|\?\w*=\w*(&\w*=\w*)*)?[\""\']","href=""http://ydq81ZtW.O/Ue/g71.tfkS3ic2/hSj0Wqgoo/eMqcUr_Qn3.G5Z/2/ZkiaTIp/zkuy_G.6ZMx/k.bpC1KQAYf?sEEDx=&PRaz68=kQg&XRlGR=iR&=shS&gXn6Q=&yaGET=s3ngxf7J&2ziA=YXr3un&7Nh=Xi9vzYO3s9&=vFtUkT0rj"""
755,markup/code,&lt;(?:[^&quot;']+?|.+?(?:&quot;|').*?(?:&quot;|')?.*?)*?&gt;,"&lt;k*""-`GPj@NhGeq=a7GgI 'V&DV&qR6Dlr/&gt;"
756,markup/code,"<(\w+)(\s(\w*="".*?"")?)*((/>)|((/*?)>.*?</\1>))","<ihdN 	D=""""gL"" _WS6YV12i9=""-q,b<`""/>"
758,markup/code,(?i:on(blur|c(hange|lick)|dblclick|focus|keypress|(key|mouse)(down|up)|(un)?load|mouse(move|o(ut|ver))|reset|s(elect|ubmit))),onkeypress
